1,True,1,8774 10619 15765 53150 85628 135506 140190
8774,True,8774,1 14146 15765 38676 49407 53150 90680 135506 140190
10619,True,10619,1 4992 38676 53150 122951
15765,True,15765,1 4992 8774 14146 38676 43697 49407 53150 72774 85628 90680 122951 126023 135506 140190 143149
53150,True,53150,1 4992 8774 10619 15765 38676 59068 122951 135506 140190
85628,True,85628,1 15765 43697 72774 135506
135506,True,135506,1 4992 8774 8855 14146 15765 49407 53150 59068 72774 85628 90680 91308 122951 140190
140190,True,140190,1 4992 8774 8855 14146 15765 18727 38676 49407 53150 59068 72774 90680 91308 126023 135506
2,True,2,2588 10311 15542 16328 32880 38485 41024 43059 54685 56820 73042 85367 90267 119433 129990
2588,True,2588,2 16328 23323 27725 38485 41024 43059 49261 54685 56820 61375 73042 85367 90267 108621 115058 119433 129990
10311,True,10311,2 32880 41024 43059 56820 73042 108840
15542,True,15542,2 38485 43059 49261 61375 73042 85367 115058 119433 129990
16328,True,16328,2 2588 38485 41024 43059 49261 54685 73042 108621 115058
32880,True,32880,2 10311 38485 41024 43059 54685 73042 108840 119433 129990
38485,True,38485,2 2588 15542 16328 32880 41024 43059 49261 54685 61375 85367 90267 108621 115058 119433 129990
41024,True,41024,2 2588 10311 16328 23323 27725 32880 38485 43059 49261 54685 56820 61375 73042 85367 90267 108621 108840 115058 119433 129990
43059,True,43059,2 2588 10311 15542 16328 32880 38485 41024 49261 56820 61375 73042 90267 115058
54685,True,54685,2 2588 16328 23323 27725 32880 38485 41024 49261 73042 90267 108621 108840 129990 143554
56820,True,56820,2 2588 10311 23323 41024 43059 49261 73042 90267
73042,True,73042,2 2588 10311 15542 16328 32880 41024 43059 49261 54685 56820 108840 119433 129990
85367,True,85367,2 2588 15542 38485 41024 119433 129990
90267,True,90267,2 2588 27725 38485 41024 43059 54685 56820 61375
119433,True,119433,2 2588 15542 32880 38485 41024 73042 85367 108840 129990
129990,True,129990,2 2588 15542 32880 38485 41024 54685 73042 85367 108621 108840 119433
4,True,4,4634 37867 104588
4634,True,4634,4 36629 37867 87653 104588 128258
