0,True,0,82 27135 29837 34954
82,True,82,0 16425 29837 34954
27135,True,27135,0 34954
29837,True,29837,0 82 4849 8453 18706 23990 34954 36895 39257 51764 55996 66335
34954,True,34954,0 82 4849 19374 27135 29837 31279 36895 39257 45156 51764 52249 55996 64545 66335 67653 72278 79955
1,True,1,51912
51912,True,51912,1 6427 12655 21221 24089 24814 24843 35363 36647 37922 41493 44022 54595 58415 73841 77186
2,True,2,46349 56396
46349,True,46349,2
56396,True,56396,2 1046 9059 79561
3,True,3,75883
75883,True,75883,3 24165 24476 30261 52821 65826
4,True,4,770 4992 12794 26926 45723 49214 73865 75270
770,True,770,4 4992 9337 12794 26926 35118 45723 46623 49214 75270
4992,True,4992,4 770 12794 24842 26926 35118 46623 49214 52995 73865 75270
12794,True,12794,4 770 4338 4992 16669 26926 35118 45723 46623 49214 52995 64147 65672 73865
26926,True,26926,4 770 4338 4992 9337 12794 16669 21913 24842 35118 45723 46623 49214 52081 52995 64147 65672 73865 75270 78014 79274
45723,True,45723,4 770 9337 12794 21913 26926 65672 73865
49214,True,49214,4 770 4338 4992 9337 12794 26926 35118 46623 52081 52995 64147 65672 73865 79274
73865,True,73865,4 4338 4992 12794 21913 26926 35118 36281 45723 49214 52995
75270,True,75270,4 770 4992 26926 35118 65672
5,True,5,58931 60099 63482 70435
58931,True,58931,5 5137 25652 70435
60099,True,60099,5 6672 42507 54273 63482 70435
63482,True,63482,5 6672 8251 12381 25198 25652 28931 29156 40419 42507 48701 53266 54273 60099
70435,True,70435,5 58931 60099 64558
6,True,6,30501 42988 60575 76950
30501,True,30501,6 2929 12308 18947 21387 42988 46978 60575 66319 76950 79843
42988,True,42988,6 2466 10264 12450 18947 30501 37404 43202 46978 52250 60575 66319 76950
60575,True,60575,6 2929 12450 18947 30501 42988 46978 66319 76950
76950,True,76950,6 2466 2929 10264 12450 18947 21387 30501 37122 42988 46978 48855 52250 60575 79843
7,True,7,18099 34739 76355
18099,True,18099,7 34739 64402 76355
34739,True,34739,7 18099 20637 76355
76355,True,76355,7 18099 34739
8,True,8,22495 51730 67584 73213 79375
22495,True,22495,8 13886
51730,True,51730,8 3598
67584,True,67584,8 25350 73213
73213,True,73213,8 20712 67584 74495
79375,True,79375,8 31777
11,True,11,25688
25688,True,25688,11 15200 15740 17676 28370 34125 44166 44609 49497 52810 70735
12,True,12,15783 20245 36869 37728 49269 51350 53369 64251
15783,True,15783,12 17948 36869 43268 49269 51073 51350 64251
20245,True,20245,12 7334 16383 17948 36869 37728 39743 41347 42516 49269 51073 51350 53369
36869,True,36869,12 15783 20245 37728 42516 49922 51073 53369 61031 64251 77832
37728,True,37728,12 16383 20245 36869 41347 42516 43268 49922 51073
49269,True,49269,12 15783 17948 20245 43268 51073 51350 53369 55704
51350,True,51350,12 15783 17948 20245 42516 49269 55704
53369,True,53369,12 17948 20245 36869 49269 51073
64251,True,64251,12 15783 36869
13,True,13,19938 32680 52676
19938,True,19938,13 13921 38825
32680,True,32680,13 35033
52676,True,52676,13 10832 12883 16572 18847 28389 34996 43093 62170
14,True,14,4391 9412 23945 31979 49866 64574 69942 76297 79590
4391,True,4391,14 23945 31979 49866 69942 79590
9412,True,9412,14 23945 41078 48615 64574 76297
23945,True,23945,14 4391 9412 11891 64574 76297
31979,True,31979,14 4391 64574
49866,True,49866,14 4391 64574
64574,True,64574,14 9412 22771 23945 31979 33644 41078 48615 49866 76297
69942,True,69942,14 4391 11891 23725
76297,True,76297,14 9412 23945 41078 48615 64574 78536
79590,True,79590,14 4391
15,True,15,6682 17303 17336 18599 21174 28761 29236 30899 31333 47124 55831 57534 66005 75183
6682,True,6682,15 18599 21174 29236 31333 75183
17303,True,17303,15 31333 55831
17336,True,17336,15 10351 28761 30899 31333 47124 55831 57534 66005
18599,True,18599,15 6682 10351 28761 29236 31333 47124 66005 75183 77903
21174,True,21174,15 6682 31333 57534 75183
28761,True,28761,15 10351 17336 18599 30899 47124 57534 66005 75183 77903
29236,True,29236,15 6682 10351 18599 31333 47124 47186 75183
30899,True,30899,15 17336 28761
31333,True,31333,15 6682 10351 17303 17336 18599 21174 29236 47124 55831 57534 75183
47124,True,47124,15 10351 17336 18599 28761 29236 31333 57534 75183
55831,True,55831,15 17303 17336 31333
57534,True,57534,15 17336 21174 22579 28761 31333 47124 66005 75183
66005,True,66005,15 17336 18599 22579 28761 57534 75183
75183,True,75183,15 6682 10351 18599 21174 28761 29236 31333 47124 57534 66005
16,True,16,1020 1834 7369 9887 14746 16824 34631 34728 60084
1020,True,1020,16 9887 16824
1834,True,1834,16 7369 9887 14746 53177 64352
7369,True,7369,16 1834 9887 14746 16824 34728
9887,True,9887,16 1020 1834 7369 14746 16824
14746,True,14746,16 1834 2567 7369 9887 16824 19441 34728 53177 61529
16824,True,16824,16 1020 2567 7369 9887 14746 19441 20788 34728 53177
34631,True,34631,16
34728,True,34728,16 2567 7369 14746 16824
60084,True,60084,16 64352
17,True,17,18551 27626 30049 31105 35413 38375 40091 49815 55446 64246 69487
18551,True,18551,17 35413 37502 73055
27626,True,27626,17 31105 49815
30049,True,30049,17 73055
31105,True,31105,17 5254 23737 27626 38375 73055 79730
35413,True,35413,17 17873 18551 36053 38375
38375,True,38375,17 7140 31105 35413 60510 76370
40091,True,40091,17 5219 49815 74074
49815,True,49815,17 5254 27626 36053 40091
55446,True,55446,17 5219 23737 79730
64246,True,64246,17 69487
69487,True,69487,17 64246
19,True,19,846 10014 11654 20405 53513 65674 74567 77643
846,True,846,19 10014 20405 34445 37928 48695 53432 65674 74567 77643
10014,True,10014,19 846 6265 11654 20405 28995 34445 37475 37928 39707 48695 53432 53513 63250 65674 66187 68629 68927 74567 77643
11654,True,11654,19 6265 10014 20405 37475 39707 53513 63250 65674 68629
20405,True,20405,19 846 10014 11654 37928 48695 53513 65674 74567 77643
53513,True,53513,19 10014 11654 20405 37475 37928 39707 65674 68629 77643
65674,True,65674,19 846 10014 11642 11654 20405 28995 34445 37475 37928 39707 53432 53513 63250 68629 68927 74567 77643
74567,True,74567,19 846 10014 20405 34445 37928 65674 66187 77643
77643,True,77643,19 846 10014 11642 12597 20405 37475 37928 53513 63250 65674 66187 68629 68927 74567
20,True,20,953 3919 6757 7883 17029 22107 31309 37764 54217 68336 72134 76052 77675
953,True,953,20 5872 19599 21588 31309 37764 72134 76052 77675
3919,True,3919,20 6757 17029 19599 20614 21588 22107 27722 31309 43834 45940 68336 72134 76052
6757,True,6757,20 3919 19599 21588 31309 43834 76052
7883,True,7883,20 17029 22107 31309 37764 43834 54217 68336
17029,True,17029,20 3919 7883 20614 31309 43834 54217 68336 72134 76052 77675
22107,True,22107,20 3919 7883 19599 21588 27722 31070 31309 37714 37764 68336 72134
31309,True,31309,20 953 3919 5872 6757 7883 17029 19599 21588 22107 40165 43834 54217 68336 72134 76052
37764,True,37764,20 953 7883 19599 21588 22107 68336 72134 77675
54217,True,54217,20 7883 17029 31309 76052 77675
68336,True,68336,20 3919 7883 17029 21588 22107 31309 37764 40165 43834 72134
72134,True,72134,20 953 3919 5872 17029 19599 21588 22107 31309 37764 40165 68336 76052 77675
76052,True,76052,20 953 3919 5872 6757 17029 20614 31309 40165 43834 45940 54217 72134 77675
77675,True,77675,20 953 17029 37764 54217 72134 76052
21,True,21,8716 11277 28176 33332 41280 47902 51492 70673
8716,True,8716,21 7528 28176 33332 41535 43038 49314 51492 60308 62361
11277,True,11277,21 13618 18228 35955 37032 70673
28176,True,28176,21 8716 33332 41535 43038 43593 49314 51492 60308 69710 70483
33332,True,33332,21 8716 27997 28176 43593 47902 49314 51492
41280,True,41280,21 43542 51492 60308 62361
