0,True,0,1287 5899 12436 14445
1287,True,1287,0 1405 1675 6904 10833 12436 14445
5899,True,5899,0 1675 8367 10833 11458 12436 13974 14445 15265
12436,True,12436,0 1287 1405 1675 2625 4205 5899 7265 8367 10833 11458 13974 14445 15265
14445,True,14445,0 1287 1675 2625 5149 5899 7713 8367 8562 10306 10833 11458 11804 12436 12713 13974 15265
2,True,2,6021 15973
6021,True,6021,2
15973,True,15973,2 16331
6,True,6,1652 3346 6763 9578 10938 13584 14215 16918 17945 18811 19093
1652,True,1652,6 3346 4391 6416 14215 17945 18811
3346,True,3346,6 871 1652 4391 5618 6416 9578 10938 12912 13584 16918 17945 18190 18811
6763,True,6763,6 10938 19093
9578,True,9578,6 3346 5618 10938 13584 14215 18190
10938,True,10938,6 3346 5618 6416 6763 9578 12912 13584 14215 16918 17945 18190 18811 19093
13584,True,13584,6 3346 5808 8035 9578 10938 11701 14215 17945 18190 18811 19093
14215,True,14215,6 1652 5618 5808 6416 9578 10938 11701 13584 17945 18811
16918,True,16918,6 3346 5618 10938
17945,True,17945,6 871 1652 3346 4391 6416 10938 11701 13584 14215
18811,True,18811,6 1652 3346 5618 5808 6416 10938 13584 14215 18190
19093,True,19093,6 6763 10938 13584
9,True,9,16903
16903,True,16903,9 1524 5035 5479 6251 6641 7289 8754 11242 18966
10,True,10,19512
19512,True,19512,10
11,True,11,11812 14738
11812,True,11812,11 14738
14738,True,14738,11 6791 11812 13681 16092
13,True,13,542 1526 8085
542,True,542,13 4152 4656 5361 6650 6681 7759 8085 11562 11703 14369 16421 17702 19532 19764
1526,True,1526,13 6650 11703
8085,True,8085,13 542 5361 7759 7843 16421 17702 19532
15,True,15,12293
12293,True,12293,15 505 1139 1466 3628 4566 8914 11262 12003 14375 16298 18603
16,True,16,4747 5595 9430 13342 16706 18443
4747,True,4747,16 3281 3412 5595 7769 9430 13342 14356 18443
5595,True,5595,16 730 1832 3281 3412 4747 6374 9258 9430 9761 10215 11219 13342 14356 18443
9430,True,9430,16 730 4747 5595 9258 13342 18443
13342,True,13342,16 2251 3281 4747 5595 9258 9430 9761 14356 15183 18443
16706,True,16706,16 3281
18443,True,18443,16 730 2251 4724 4747 5595 8139 9258 9430 9761 13342 15183
17,True,17,4872 5649 6711 7207 9909 11873 14172
4872,True,4872,17 1602 2067 3102 3109 3610 4165 5370 5649 6711 7207 9909 10028 10534 12756 12811 14131 14172 14428 14630 17952 19974
5649,True,5649,17 3109 4872 7207 9909 12811 13058 14172
6711,True,6711,17 1948 3102 4165 4872 7207 12086 12811 14172 19974
7207,True,7207,17 1602 1866 2067 3102 3109 3610 4165 4872 5178 5370 5649 6711 10028 10534 12756 12811 13058 14131 14172 14428 14630 18575 19974
9909,True,9909,17 3102 4872 5649 8212
11873,True,11873,17 1866 3109 4165
14172,True,14172,17 1602 1866 2067 3102 3109 3610 4165 4872 5370 5649 6711 7207 10028 13058 14131 14428 14630 19974
18,True,18,1936 11027 11199 15768 16032 18853 19848
1936,True,1936,18 6312 11027 12580 19848
11027,True,11027,18 1936 2771 6312 6577 10481 10881 10956 11014 11199 12580 13243 14468 15768 16021 16032 18084 18853 19848
11199,True,11199,18 6312 10881 10932 10956 11014 11027 12580 13243 15768 16021 18084 18853 19848 19993
15768,True,15768,18 6312 10956 11027 11199 12580 14468 19848
16032,True,16032,18 6312 10881 11027 18084 19848
18853,True,18853,18 2771 6577 10956 11014 11027 11199 13243 16021 18084 19848
19848,True,19848,18 1936 10481 10881 11027 11199 12580 13243 15768 16032 18084 18435 18853
19,True,19,1787 2716 3667 5082 5235 6721 7645 8015 9302 10092 11393 13326 14183 17730
1787,True,1787,19 2716 3667 5235 7645 8015 11393 13326 17730
2716,True,2716,19 1787 3667 3732 5082 5235 6721 8015 13326 17730
3667,True,3667,19 1787 2716 3732 5082 5235 6721 7645 8015 9302 11393 12881 13326 14183 16979 17730
5082,True,5082,19 2716 3667 5235 13326
5235,True,5235,19 1787 2716 3667 5082 6721 7645 8015 13326 16979 17730
6721,True,6721,19 2716 3667 5235 8015 13326 17730
7645,True,7645,19 1787 3667 5235 8015 9302 11393 12881 13326 14183 16979 17730
8015,True,8015,19 1787 2716 3667 5235 6721 7645 9302 11393 12881 13326 14183 16979 17730
9302,True,9302,19 3667 7645 8015 11393 12881 13326 14183 16979
10092,True,10092,19 13326 14183
11393,True,11393,19 1787 3667 7645 8015 9302 12881 13326 16979 17730
13326,True,13326,19 1787 2716 3667 5082 5235 6721 7645 8015 9302 10092 11393 12348 12881 14183 16979 17730
14183,True,14183,19 3667 7645 8015 9302 10092 12881 13326 16979
17730,True,17730,19 1787 2716 3667 5235 6721 7645 8015 11393 13326 16979
20,True,20,2018 4055 8245 9120 9775 11349 12386 14075 14453 15285 15859 17372 19694
2018,True,2018,20 165 2189 3434 4055 7546 8245 8297 9775 11349 12386 15239 15285 15859 17372 19694
4055,True,4055,20 2018 3434 15285 15859
8245,True,8245,20 2018 9775 11349
9120,True,9120,20 2189 12386 15239
9775,True,9775,20 517 2018 2189 8245 14681 15239 15285 17372
11349,True,11349,20 2018 3434 8245 8297 12386 15859 19694
12386,True,12386,20 2018 2189 9120 11349 15239
14075,True,14075,20 19694
14453,True,14453,20
15285,True,15285,20 165 517 2018 2189 3434 4055 9775 14681 15239 15859 17372
15859,True,15859,20 165 2018 3434 4055 11349 15285
17372,True,17372,20 165 936 2018 9775 15239 15285
19694,True,19694,20 2018 3434 11349 14075 14681
21,True,21,186 413 779 3873 14586
186,True,186,21 310 779 1419 3873 17447 18058
413,True,413,21 310 779 1419 4039 6531 8821 14586 16485 18058
779,True,779,21 186 310 413 1419 3736 3873 4039 6531 8821 14586 16485 17447 18058
3873,True,3873,21 186 310 779 3575 3736 4039 6531 14586 16485 17447
14586,True,14586,21 413 779 1419 3873 6531
22,True,22,556 18169 19552
556,True,556,22 3108 11291 15626 16682 17184 19348 19970
18169,True,18169,22 12807 17184
19552,True,19552,22 16223
24,True,24,6276 11834
6276,True,6276,24 2563 4136 6384 11834 12821 13578 16505 19043 19218
11834,True,11834,24 2563 3694 4136 4959 6017 6276 12821 13578 14752 16505 19043 19218
26,True,26,3020
3020,True,3020,26
27,True,27,109 558 9762 9805 10770 11000 11230 15093 15758 15879 17645
109,True,109,27 558 3841 7508 9762 9892 11000 11230 11515 15879 17645 18186
558,True,558,27 109 3325 7508 11000 15879 17645
9762,True,9762,27 109 9805 10900 11483 15093 15658 15879 17645
9805,True,9805,27 9762
10770,True,10770,27 15879
11000,True,11000,27 109 558 7508 10900 15758 17645
11230,True,11230,27 109 6740 17645
15093,True,15093,27 9762 10900 15879 17645
15758,True,15758,27 11000 16873
15879,True,15879,27 109 558 610 9762 10770 10900 15093 17645
17645,True,17645,27 109 558 610 3841 4381 6740 9356 9762 9892 10900 11000 11230 11483 11515 14300 15093 15658 15879
29,True,29,10040 16441
10040,True,10040,29
16441,True,16441,29 210 1968 5203 5516 5939 8224 10293 10596 10778 11395 11909 19476
32,True,32,1434 2567 2607 4007 5216 6188 6195 6913 10477 11833 12641 14750
1434,True,1434,32 2567 3369 4007 5216 6188 6877 6913 11833 12641
2567,True,2567,32 518 1434 2294 2722 3369 6188 6195 6877 6913 10477 11833 12641 14750 18147
2607,True,2607,32 4007 6188 14750
4007,True,4007,32 1129 1434 2607 6188 6195 11833 12641 13935
5216,True,5216,32 1434 3369 6188 6195
