1	8774 10619 15765 53150 85628 135506 140190
8774	1 14146 15765 38676 49407 53150 90680 135506 140190
10619	1 4992 38676 53150 122951
15765	1 4992 8774 14146 38676 43697 49407 53150 72774 85628 90680 122951 126023 135506 140190 143149
53150	1 4992 8774 10619 15765 38676 59068 122951 135506 140190
85628	1 15765 43697 72774 135506
135506	1 4992 8774 8855 14146 15765 49407 53150 59068 72774 85628 90680 91308 122951 140190
140190	1 4992 8774 8855 14146 15765 18727 38676 49407 53150 59068 72774 90680 91308 126023 135506
2	2588 10311 15542 16328 32880 38485 41024 43059 54685 56820 73042 85367 90267 119433 129990
2588	2 16328 23323 27725 38485 41024 43059 49261 54685 56820 61375 73042 85367 90267 108621 115058 119433 129990
10311	2 32880 41024 43059 56820 73042 108840
15542	2 38485 43059 49261 61375 73042 85367 115058 119433 129990
16328	2 2588 38485 41024 43059 49261 54685 73042 108621 115058
32880	2 10311 38485 41024 43059 54685 73042 108840 119433 129990
38485	2 2588 15542 16328 32880 41024 43059 49261 54685 61375 85367 90267 108621 115058 119433 129990
41024	2 2588 10311 16328 23323 27725 32880 38485 43059 49261 54685 56820 61375 73042 85367 90267 108621 108840 115058 119433 129990
43059	2 2588 10311 15542 16328 32880 38485 41024 49261 56820 61375 73042 90267 115058
54685	2 2588 16328 23323 27725 32880 38485 41024 49261 73042 90267 108621 108840 129990 143554
56820	2 2588 10311 23323 41024 43059 49261 73042 90267
73042	2 2588 10311 15542 16328 32880 41024 43059 49261 54685 56820 108840 119433 129990
85367	2 2588 15542 38485 41024 119433 129990
90267	2 2588 27725 38485 41024 43059 54685 56820 61375
119433	2 2588 15542 32880 38485 41024 73042 85367 108840 129990
129990	2 2588 15542 32880 38485 41024 54685 73042 85367 108621 108840 119433
4	4634 37867 104588
4634	4 36629 37867 87653 104588 128258
37867	4 4623 4634 10501 24604
104588	4 4383 4634 7461 8226 13597 36629 45805 49947 71418 87653 88628 105064 136445 137535
5	52298 125088
52298	5 32402 34152 43654 44419 76901 83842 97956 102823 113921 125088
125088	5 19194 25996 43654 44419 45826 52298 76901 83842 88474 97956 102823 129699 151482
6	114517 122956 133074 144105
114517	6 73444
122956	6 16076 16491 28932 38034 51763 56900 133074
133074	6 16491 25169 28932 38034 51763 56900 122956 139357 142974 144105 154857
144105	6 38034 133074 139357
9	28199 50725 97535 101647 126277 149234
28199	9 97535 101647
50725	9 92135 97535 101647 149234
97535	9 1317 4122 6405 7427 28199 33326 38093 42745 50725 51813 52828 65335 92105 101647 103533 112950 126277 129016 144013 147506 152324
101647	9 28199 38093 50725 97535 144013 149234
126277	9 4122 6405 38093 92105 97535 129016 147506
149234	9 50725 101647
10	6516 51206 70275
6516	10
51206	10 2567 2656 43562 110137 132792
70275	10 2567 2830 27432 65097 71727 93964 109929 110137 116059 141370
11	84757
84757	11
12	8328 25678 98872 133658 134666 148150 150486
8328	12 25678 73936 92066 92244 96719 98872 99393 127187 134666 148150 150486 154330
25678	12 8328
98872	12 8328 57077 73936 92066 92244 96719 99393 127187 133658 154330
133658	12 96719 98872 103707 148150 150486
134666	12 8328 148150 150486
148150	12 8328 96719 103707 127187 133658 134666 150486
150486	12 8328 12911 96719 103707 127187 133658 134666 148150
13	3367 62310 74535 76677 132766
3367	13
62310	13 22712 76677 118919 138899
74535	13 64633 76677 91297 95039 118919
76677	13 3383 31249 62310 74535 88229 108685 118919 135343
132766	13
15	5018 15253 38282 50850 72839 87160 104837 129380 138389 150578 153993
5018	15 15253 50850 63483 104837 153993
15253	15 5018 34308 38282 50850 63483 68472 71664 72839 87160 104837 107631 138389 150578
38282	15 15253 29030 50850 63483 72839 129380 150578 153993
50850	15 5018 15253 34308 34480 38282 63483 68615 72839 96611 96830 104837 109169 129380 157839
72839	15 15253 38282 50850 68472 129380 150578
87160	15 15253 34308 63483 68472 129380
104837	15 5018 15253 21738 34308 34480 50850 150578 153993 157839
129380	15 34308 34480 38282 50850 57443 63483 68472 68615 71664 72839 87160 96611 96830 109169 150578 157839
138389	15 15253 63483 153993
150578	15 15253 21738 34480 38282 63483 68472 71664 72839 96830 104837 126707 129380 153993
153993	15 5018 6842 21738 38282 63483 104837 138389 150578
16	144929
144929	16 80640 110108 148348
18	11257 132791
11257	18 295 16585 27201 31729 63177 81839 96489 115708 119534 134590 148440
132791	18 42934 99855
20	11414 15451 24320 29351 33414 37569 66919 79454 84777 96442 120280 123429 124801 156731
11414	20 2558 15451 24320 29351 33414 44175 55844 79454 96442 120280 123429 124801 146244 156731
15451	20 2558 11414 24320 33414 55844 84777 96442 120280 146244
24320	20 2558 11414 15451 29351 33414 37569 44175 66919 79454 84777 96442 114805 120280 123429 124801 146244 156731
29351	20 2558 11414 24320 33414 37569 44175 55844 66919 79454 120280 123429 156731
33414	20 2558 11414 15451 24320 29351 37569 44175 55844 66919 79454 84777 96442 114805 120280 124801 156731
37569	20 24320 29351 33414 44175 55844 79454 124801 156731
66919	20 2558 24320 29351 33414 120280 156731
79454	20 2558 11414 24320 29351 33414 37569 44175 55844 65713 84777 114805 123429 124801
84777	20 2558 15451 24320 33414 44175 79454 96442 114805 124801
96442	20 11414 15451 24320 33414 84777 123429 146244 156731
120280	20 2558 11414 15451 24320 29351 33414 66919 156731
123429	20 11414 24320 29351 44175 79454 96442 156731
124801	20 2558 11414 24320 33414 37569 44175 55844 79454 84777 146244
156731	20 2558 11414 24320 29351 33414 37569 44175 55844 66919 96442 120280 123429 146244
27	21823
21823	27 23635 155656
28	130066 159370
130066	28 1054 1251 11350 17163 47189 48128 59472 115874 117123 140969 159370
159370	28 1054 7829 11350 17163 47189 48128 114059 115874 130066 138815 140969 145078
29	7066 7840 44482 68537 109249 113573 157847
7066	29 7840 18620 44482 109249 157847
7840	29 7066 44482 157847
44482	29 6439 7066 7840 12195 18620 40546 43674 47432 57204 68537 109249 123544 133368 149570 157814 157847
68537	29 43674 44482 47432 109249 113573 123544 133368 157814
109249	29 7066 44482 68537 157814 157847
113573	29 43674 68537 123544
157847	29 7066 7840 12195 44482 57204 109249 123544
31	53211 98216
53211	31 967 17054 19386 28419 33406 44466 47619 56187 62443 82860 99576 105414 111697 112050 133670 146732 152353
98216	31
32	275 22015 25077 32935 37017 43742 58324 101316 117248 119214 130727 144039 144385
275	32 64203 79632 119214
22015	32 37017 68405 119214 130727 144385
25077	32 37017 58324 68405 68528 119214 144385
32935	32 25753 37017 71122 117248 119214 144385
37017	32 17064 22015 25077 25753 32935 58324 68405 71122 117248 119214 130727 133375 144385
43742	32 17064 68528 144385 144703
58324	32 25077 37017 68405 101316 119214 130727
101316	32 19470 58324 68528
117248	32 25753 32935 37017 71122 119214 144385
119214	32 275 12975 17064 19470 22015 25077 25753 32935 37017 58324 68405 68528 79632 117248 130727 133375 144039 144385
130727	32 13329 22015 37017 58324 119214
144039	32 15085 119214
144385	32 17064 22015 25077 25753 32935 37017 43742 68405 68528 71122 79632 117248 119214 133375
37	5092 15513 24199 28643 41688 44663 48187 70269 76882 81154 88883 95339 103595 105594 124083 126056 132244 133704 143143 143995 147085 154268 155857 158938
5092	37 15513 27314 28643 41688 44663 48187 76882 81154 88883 95339 103595 105594 124083 126056 132244 133704 143143 147085 154268 155857 158397 158938
15513	37 5092 28643 41688 48187 76882 88883 95339 103595 105594 126056 132244 143143 143995 154268 155857 158397
24199	37 44663 81154 124083 154268
28643	37 5092 15513 48187 88883 103595 133704 143143 154268
41688	37 5092 15513 27314 44663 48187 63445 70269 76882 81154 88883 95339 103595 117944 126056 132244 143143 143995 145927 147085 154268 155857 158397 158938
44663	37 5092 24199 41688 48187 81154 103595 154268 158397 158938
48187	37 5092 15513 28643 41688 44663 76882 81154 88883 103595 117944 126056 132244 143143 145927 147085 154268 155857 158397 158938
70269	37 41688 76882 81154 103595 155857
76882	37 5092 15513 41688 48187 70269 81154 88883 95339 103595 105594 124083 126056 132244 143143 143995 147085 154268 155857
81154	37 5092 24199 41688 44663 48187 70269 76882 95339 103595 117944 126056 143143 145927 154268 158397
88883	37 5092 15513 28643 41688 48187 76882 103595 133704 143143 147085 154268
95339	37 5092 15513 41688 76882 81154 103595 117944 126056 143143 147085 154268 158397 158938
103595	37 5092 15513 27314 28643 41688 44663 48187 63445 70269 76882 81154 88883 95339 117944 124083 133704 143143 145927 147085 149542 154268 155857 158397 158938
105594	37 5092 15513 76882 143143 154268
124083	37 5092 24199 76882 103595 154268 155857
126056	37 5092 15513 41688 48187 76882 81154 95339 132244
132244	37 5092 15513 27314 41688 48187 76882 126056 143995
133704	37 5092 28643 88883 103595 154268 158938
143143	37 5092 15513 28643 41688 48187 76882 81154 88883 95339 103595 105594 147085 154268 158397
143995	37 15513 41688 76882 132244 147085
147085	37 5092 41688 48187 76882 88883 95339 103595 143143 143995 149542 154268
154268	37 5092 15513 24199 28643 41688 44663 48187 76882 81154 88883 95339 103595 105594 124083 133704 143143 145927 147085 155857 158397 158938
155857	37 5092 15513 41688 48187 70269 76882 103595 124083 145927 154268
158938	37 5092 41688 44663 48187 95339 103595 117944 133704 154268
39	682 19510 31753 37784 73087 84861
682	39 2458 19510 29083 31753 37784 84861 115741 159760
19510	39 682 3416 4729 5290 6025 31753 37784 84861 103966 115899 147124 156827
31753	39 682 2458 3416 5290 19510 29083 84861 115741 150104
37784	39 682 3416 4729 5290 19510 67626 73087 84861 115899
73087	39 3416 3899 4729 37784 84861
84861	39 682 2458 3416 3899 4729 5290 6025 19510 29083 31753 37784 67626 73087 76960 103966 115741 115899 147124 156827 159760
40	121959
121959	40
41	14344 47146 63949 76750
14344	41 15934 30129 47146 57722 76750 78623 103111 115555 134362 140392 142524 158667
47146	41 6242 14344 15934 30129 63949 76750 78623 86019 103111 140392 157489
63949	41 6242 16112 47146 76750 103111 140392
76750	41 14344 47146 63949 78623 86019 103111 134362 140392
42	55946 65872 70791 146058
55946	42 3244 18202 47863 49812 53656 55492 65872 113307 120522 143310 146058 149905
65872	42 55492 55946 70791 143310 146058
70791	42 3244 19230 43315 47863 51998 53656 55492 65872 104629 143310 146058 149905
146058	42 3244 53656 55492 55946 65872 70791 120522 143310
44	5898 6732 72478 92249 110497 135353
5898	44 6110 6732 20738 20914 36262 38559 44588 72478 82069 92249 104763 105938 110497 134959 135353 151366
6732	44 5898 20738 56111 72478 92249 110497 135353 151366
72478	44 5898 6732 20738 38559 92249 110497 135353
92249	44 5898 6110 6732 36262 38559 56111 72478 82069 105938 110497 116027 134814 134959 135353 136845 151366
110497	44 5898 6732 20738 20914 44588 56111 72478 92249 116027 134814 151366
135353	44 5898 6110 6732 20738 20914 36262 38559 44588 56111 72478 82069 92249 116027 134814 134959 151366
45	94116 140754
94116	45 19371 32331
140754	45 2195 5052 10202 30315 32331 32607 34403 47121 47617 60976 61466 65046 67913 88430 96806 105320 113074 113479 128078 148837
47	6029 9893 20643 45530 82300 116104 121722 128984 150713
6029	47 29208 45530 68750 82300 107594 116104 128984 137615 150713
9893	47 9356 23500 45530 121722 129654 137615
20643	47
45530	47 6029 9356 9893 23500 68750 107594 128923 128984 137615 150713
82300	47 6029 29208 68750 121722 128984 150713
116104	47 6029 119935 150713
121722	47 2548 9893 29208 82300 119974 128984 150713 151202
128984	47 6029 9356 45530 82300 121722 137615 150713 151202
150713	47 6029 8893 9356 45530 65927 68750 82300 107594 116104 119935 121722 128923 128984 129654 137615
48	147494
147494	48 18189 52122 52881 68155 68869 78493 137863
49	20955 72714 83976 143280 156329
20955	49 2264 17481 72714 83976 91584 97271
72714	49 17481 20955 24951 40140 47265 83976 91584 97271 112265 119955 136286 143280 156329
83976	49 17481 20955 72714 134306 143280 156329
143280	49 17481 40140 72714 83976 91584 156329
156329	49 3261 17481 40140 47265 53813 68209 72714 83976 91584 97271 123539 136286 143280
52	83493 124359
83493	52 16971 58074
124359	52 54293 117376
54	9111 147617
9111	54 38494 42112 69765 80473 102404 113368 124092 147617
147617	54 9111 38494 113368 118607 124092
55	24457
24457	55
56	7487
7487	56 29750
58	142476
142476	58 124626
59	2960 132420 152266
2960	59 7518 11854 27000 31957 45080 66504 73733 105490 128600 132420
132420	59 2960 7518 11854 27000 31957 45080 73733 105490 128600 147682
152266	59
60	80874 88747
80874	60
88747	60 81499
61	6729 43604 89979 98981 150216
6729	61 8739 10044 23577 35421 40015 40742 43604 59967 68914 71494 74532 86337 86348 86630 89979 98981 101025 102410 105601 106005 120715 125520 130742 132943 142755 147457 155666 159772
43604	61 6729 23060 40015 74532 86630 89979 98981 125520 130742 142755 155666
89979	61 6729 23577 40015 43604 71494 74532 86630 98981 125520 130742
98981	61 6729 40015 43604 59967 74532 86630 89979 130742 155666
150216	61
62	114844
114844	62 8619 42171 71072 123474 144695
63	13023 26005 99815 103601
13023	63 19048 26005 26218 31376 46925 47233 78184 99815 103601 118390 130159
26005	63 13023 29814 99815 103601
99815	63 4994 13023 19048 23250 26005 47233 78184 81773 103601 118390
103601	63 13023 26005 31376 99815
64	2818 48647 75496 85775 130623
2818	64 12325 17821 48647 72440 75496 79954 81011 85775 87563 106779 108090 115356
48647	64 2818 17821 64281 69921 71204 72440 75496 81011 108090 112601
75496	64 2818 17821 48647 69921 72440 85775 108090 130623
85775	64 2818 17821 64281 69921 72440 75496 87563 108090 112601 115356
130623	64 75496 127902
65	55433 100242 130245
55433	65 6446 12171 15540 22927 48157 49865 99746 100242 102485 116113 122794
100242	65 6446 12171 15540 22927 48157 55433 99746 102485 103073 116113 117689 122794 126902 158516
130245	65 122794
67	2635 9830 88425 120500 127072
2635	67
9830	67 2086 43079 80680 81743 132738 133973 134068 139971 151353
88425	67 46745 81743 123290
120500	67 43589 44135 80680 81743 133973 134068
127072	67 134068 151353
68	25740
25740	68 16556 25442 149405
70	6192 11880 13510 16422 22246 41323 44460 55515 62138 74342 81283 111211 155177
6192	70 16422 22246 44460 62138 74342 110898 117311 127042 143540 155177
11880	70 13510 16422 22246 44460 62138 74342 110898 119898 143540 153650
13510	70 11880 16422 22246 41323 44460 55515 62138 74342 81283 117311 119898 138886 143540 149186 153650 158316
16422	70 6192 11880 13510 22246 44460 62138 110898 117311 138886 140608 143540 155177
22246	70 6192 11880 13510 16422 44460 55515 62138 74342 81283 110898 117311 119898 138886 140608 143540 149186 155177 158316 159200
41323	70 13510 44460 62138 74342 155177
44460	70 6192 11880 13510 16422 22246 41323 55515 62138 74342 81283 110898 117311 119898 138886 140608 143540 155177 159200
55515	70 13510 22246 44460 62138 74342 140608
62138	70 6192 11880 13510 16422 22246 41323 44460 55515 74342 81283 110898 112654 117311 119898 138886 140608 153650 155177 158316 159200
74342	70 6192 11880 13510 22246 41323 44460 55515 62138 81283 110898 119898 138886 143540 155177 158316
81283	70 13510 22246 44460 62138 74342 100704 119898 138886 143540 155177 159200
111211	70 112654
155177	70 6192 16422 22246 41323 44460 62138 74342 81283 100704 110898 117311 119898 138886 143540 159200
71	3757 17058 17925 30375 59939 92661 121960 123802 156871
3757	71 17058 17925 21583 30375 41193 65852 92661 123802 156871
17058	71 3757 7749 17925 19804 21583 30375 41193 44355 49763 65852 92661 156871
17925	71 3757 7749 8271 17058 18378 19804 21583 21693 30375 44355 49763 59939 65852 92661 121960 123802 138885 156871 157514
30375	71 3757 17058 17925 19804 21583 41193 92661
59939	71 17925 92661 121960 138885
92661	71 3757 7749 17058 17925 21583 21693 30375 44355 49763 59939 121960 123802 138885 156871
121960	71 17925 44355 59939 92661 157514
123802	71 3757 17925 52799 92661 156871
156871	71 3757 17058 17925 52799 92661 123802
72	110075
110075	72 74162
73	146960
146960	73 10104 55337 76890 91685 98973 122386 123021 127376 128810 130118
74	7606 22666
7606	74
22666	74 73330 74334 94290 97880 98414 140129 145873
76	9282
9282	76
77	77811 108349 141886 157605
77811	77 68802 84291 111715 131606 141886 157605
108349	77 59962 84291 96463
141886	77 74311 77811 84291 111715 157605
157605	77 37477 74311 77811 84291 88616 111715 141886 147964
79	15577 37675 68587 152273
15577	79 9177 18448 37675 64654 66833 68587 70078 95446 112045 144825 152273 153304
37675	79 15577 18448 68587 70078 79032 125536
68587	79 9177 15577 37675 70078 152273 153304
152273	79 15577 68587
80	63031 107744 112895
63031	80 28130 32414 64612 112895 157142
107744	80 90044 149515
112895	80 36306 36568 51650 52627 63031 83041 145629 149515
83	7041 54648 131702 142774 156711
7041	83 23994 51673 65136 97415 131702 142774 156711
54648	83 60035 142774 156711
131702	83 3868 7041 22782 23994 26449 47450 51673 55948 60035 65136 65272 80004 97415 118357 142774 150148 156711
142774	83 3868 7041 23994 51673 54648 60035 97415 131702 156711
156711	83 3868 7041 23994 54648 60035 131702 142774
84	115010
115010	84 914 1864 5181 12881 20296 65093 111430 135435
85	34756 35729 56388 110711 145414
34756	85 35729 39996 57825 91040 110711 111144 120601
35729	85 10972 34756 39996 56388 57825 91040 110711 120601 122959
56388	85 10972 35729 110711 122959
110711	85 10972 34756 35729 56388 56770 88289 91040
145414	85 1599
86	17438
17438	86 32425 47446 47541 64468 78507 84804 91302 100967 106158 138400
87	117210 136354
117210	87
136354	87 45429 82752 106448 126474 148527 154572
89	13044 15963 97828
13044	89 15963 43066 97828 108909 117413 143064
15963	89 12738 13044 30897 43066 60978 66132 87662 91697 97828 108909 143064
97828	89 13044 15963 43066 60978 66132 71342 108909 117413 159677
90	187 11954 19452 40288 41771 55971 78412 83984 85144
187	90 7356 11954 41771 52836 55971 83984 85144 129553
11954	90 187 41771 55971 83984 85144 89672 132658
19452	90 41771 55971 83984 89672 95320
40288	90 32817 37570 41771 55971 129553
41771	90 187 7356 11954 19452 32817 40288 66708 85144 95320 129553 132658
55971	90 187 7356 11954 19452 32817 40288 52836 83984 95320 129553
78412	90
83984	90 187 11954 19452 55971 85144 95320
85144	90 187 11954 32817 41771 64615 83984
91	26722 78369 93236 104990 108195 118358
26722	91 22186 52930 78369 81048 84256 86960 92227 93236 99882 102735 108195 118358 118586
78369	91 22186 22869 26722 52930 61151 93236 102735 118358 152123
93236	91 22186 26722 52930 78369 81048 86960 99882 102735 118358 152123
104990	91 69787 157419
108195	91 26722 38980 118586
118358	91 1325 22186 26722 52930 64073 78369 93236 102735 118586 152123
92	82316 118266
82316	92 18898 20688 62471 73144 87658 89090 130834 152134 155312
118266	92
93	60447 100997 116410 134195
60447	93 78390 100997 116410 134195
100997	93 60447 116410
116410	93 20829 44585 60447 73403 91224 100997 134195 140018
134195	93 44585 60447 73403 78390 116410
97	22446 121512 130228 131284
22446	97 35227 155131
121512	97
130228	97 15376 38553 59486 64600 67062 98848 104921 118447 131284 139346 149793 150755
131284	97 15376 24594 38553 47133 48902 56091 56997 59486 64600 67062 83746 98206 98848 104921 118447 129272 130228 139346 149793 150755
98	37047 58525 67904 104350 108371 150192 150219
37047	98 58525 67904 88298 104350 108371 110701 120137 150192 150219
58525	98 5308 24745 37047 67904 78683 88298 104350 108371 110332 110701 120137 140888 146482 150219
67904	98 24745 37047 58525 78683 99805 104350 108371 110332 118852 120137 144439 146482 150192 150219
104350	98 24745 37047 58525 67904 78683 88298 108371 110701 146482 150192 150219
108371	98 5308 24745 37047 58525 67904 88298 99805 104350 110332 110701 118852 120137 140888 144439 146482 150192 150219
150192	98 37047 67904 88298 99805 104350 108371 110332 110701 118852 144439 146482 150219
150219	98 5308 24745 37047 58525 67904 88298 104350 108371 110332 110701 118852 120137 140888 146482 150192
99	61506 71879 158889
61506	99 2998 9046 14129 39428 54666 72904 79472 99114 103466 104288 110016 113655 119936 133439 158889
71879	99
158889	99 9046 14129 39428 54666 61506 79472 99114 103466 104288 119936 150938
101	46143 54179 65032
46143	101 13860 17515 29104 30479 54179 63335 65032
54179	101 5779 13860 17515 30479 46143 63335 64902 65032 70567 85392
65032	101 13860 17515 46143 54179 63335 64902 85392 93935 100679 146553
102	591 4128 4420 66314 75626 88833 106035 134665 140288
591	102 4128 4420 12566 18219 18951 75626 88833 95966 106035 109095 127729 128780 134665 146766
4128	102 591 4420 18219 29789 75626 83676 88833 95966 96306 106035 109095 127729 134665 146766 157515
4420	102 591 4128 66314 71850 75626 83676 95966 100130 106035 128780 134665 140288 146766 157515
66314	102 4420 71850 75626 106035
75626	102 591 4128 4420 14304 17703 29789 66314 71850 83676 88833 95966 96306 106035 109095 123146 128780 134665 140288 146766 157515
88833	102 591 4128 14304 75626 96306 106035 128780 134665 140288 146766 157515
106035	102 591 4128 4420 18219 66314 75558 75626 88833 134665
134665	102 591 4128 4420 14304 29789 68581 75626 88833 96306 106035 140288 146766 157515
140288	102 4420 75626 88833 123146 128780 134665 146766 157515
105	15560 21828 87141 136366
15560	105 21828 39771 87141 90597 134712 136366 146006
21828	105 8745 15560 19508 87141 88065 134712 135222 136366 146984
87141	105 15560 21828 39771 90597 127830 136366
136366	105 15560 21828 87141
106	4484 9412 158451
4484	106
9412	106 33890 55497 64957 65765 92226 95887 102893 128000 143052 158451
158451	106 9412
108	139805
139805	108 5722 13022 20064 24402 35889 55801 56391 57947 62038 63582 81797 84078 104072 114222
109	6707 32273 89257 95816 111331 140355
6707	109 32273 52541 61781 89257 95816 110066 111331 139363 140355
32273	109 6707 31904 53430 74946 75826 89257 110066 111331 140355
89257	109 6707 31904 32273 75826 95816 110066 140355
95816	109 6707 52541 55585 61781 73844 89257 111331 140355
111331	109 6707 28537 31904 32273 52541 55585 61781 73844 75826 95816 139363 140355 145613
140355	109 6707 31904 32273 52541 73844 89257 95816 111331 139363
110	15188 70851 74042 80264 91856 144747 157895
15188	110 36886 38369 70851 74042 75779 91856
70851	110 11862 15188 17114 36886 38369 53461 66762 74042 75779 80264 86080 91856 102772 111705 127034 157509 157895
74042	110 15188 38369 70851 75779 86080 91856 144747 157895
80264	110 17114 36886 53461 66762 70851 75779 102772 127034 157509 157895
91856	110 15188 70851 74042 75779 144747 145778 157509 157895
144747	110 74042 91856
157895	110 17114 66762 70851 74042 75779 80264 86080 91856 113489 127034 145778 157509
111	61014 101873 114867 122914 158803
61014	111 21044 44919 55842 59588 63233 67253 67675 95265 101873 101959 107334 108066 110260 114867 122914 129209 131209 157273 158803
