node	label
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	57
77	76
78	77
79	78
80	79
81	80
82	81
83	82
84	83
85	84
86	85
87	86
88	87
89	88
90	89
91	90
92	91
93	92
94	93
95	94
96	95
97	96
98	97
99	98
100	95
101	99
102	100
103	101
104	102
105	103
106	104
107	105
108	106
109	107
110	108
111	109
112	110
113	111
114	112
115	113
116	114
117	115
118	116
119	117
120	118
121	119
122	120
123	121
124	122
125	123
126	124
127	125
128	126
129	127
130	128
131	129
132	130
133	131
134	132
135	133
136	134
137	135
138	136
139	137
140	138
141	139
142	140
143	141
144	142
145	143
146	144
147	145
148	146
149	147
150	148
151	149
152	150
153	151
154	152
155	153
156	154
157	155
158	156
159	157
160	158
161	159
162	160
163	161
164	162
165	163
166	164
167	165
168	166
169	167
170	168
171	169
172	170
173	171
174	172
175	173
176	174
177	175
178	176
179	177
180	124
181	178
182	179
183	180
184	181
185	182
186	183
187	89
188	184
189	185
190	186
191	187
192	188
193	189
194	190
195	191
196	192
197	193
198	194
199	195
200	196
201	197
202	198
203	199
204	200
205	201
206	202
207	203
208	204
209	205
210	206
211	207
212	208
213	209
214	210
215	185
216	211
217	212
218	213
219	214
220	215
221	216
222	217
223	218
224	219
225	220
226	221
227	222
228	223
229	224
230	71
231	225
232	226
233	227
234	228
235	229
236	230
237	231
238	232
239	233
240	234
241	235
242	236
243	237
244	100
245	238
246	239
247	240
248	241
249	242
250	243
251	244
252	245
253	246
254	247
255	248
256	249
257	250
258	251
259	252
260	253
261	254
262	255
263	256
264	257
265	258
266	259
267	260
268	261
269	262
270	263
271	264
272	265
273	36
274	266
275	32
276	228
277	267
278	268
279	269
280	270
281	271
282	272
283	273
284	274
285	275
286	276
287	277
288	278
289	279
290	280
291	281
292	282
293	283
294	284
295	18
296	285
297	286
298	287
299	111
300	288
301	289
302	290
303	291
304	292
305	293
306	294
307	295
308	296
309	297
310	298
311	299
312	249
313	300
314	301
315	302
316	303
317	219
318	304
319	305
320	116
321	306
322	307
323	308
324	309
325	310
326	311
327	312
328	313
329	314
330	315
331	316
332	317
333	318
334	319
335	320
336	321
337	322
338	323
339	324
340	325
341	326
342	327
343	328
344	329
345	330
346	331
347	332
348	333
349	334
350	335
351	336
352	337
353	338
354	339
355	208
356	340
357	341
358	342
359	343
360	344
361	345
362	346
363	347
364	348
365	349
366	350
367	351
368	352
369	189
370	353
371	354
372	355
373	356
374	357
375	358
376	359
377	184
378	360
379	361
380	119
381	362
382	363
383	364
384	365
385	366
386	367
387	368
388	369
389	370
390	371
391	372
392	373
393	374
394	375
395	376
396	377
397	378
398	379
399	380
400	381
401	382
402	383
403	384
404	385
405	386
406	387
407	388
408	389
409	390
410	346
411	391
412	125
413	392
414	393
415	87
416	394
417	395
418	396
419	397
420	398
421	399
422	400
423	401
424	402
425	403
426	226
427	404
428	405
429	406
430	407
431	408
432	409
433	410
434	411
435	412
436	413
437	414
438	415
439	416
440	417
441	418
442	419
443	420
444	421
445	422
446	66
447	423
448	424
449	425
450	426
451	317
452	427
453	428
454	429
455	430
456	431
457	432
458	433
459	434
460	415
461	435
462	436
463	437
464	438
465	439
466	440
467	441
468	442
469	443
470	444
471	445
472	446
473	447
474	448
475	449
476	450
477	451
478	452
479	453
480	454
481	455
482	456
483	457
484	458
485	459
486	460
487	461
488	462
489	463
490	464
491	465
492	466
493	145
494	467
495	468
496	469
497	470
498	471
499	472
500	473
501	474
502	475
503	476
504	477
505	471
506	478
507	479
508	480
509	481
510	482
511	483
512	484
513	485
514	486
515	268
516	487
517	488
518	489
519	490
520	203
521	491
522	139
523	492
524	181
525	493
526	494
527	197
528	495
529	496
530	219
531	167
532	497
533	498
534	499
535	500
536	501
537	502
538	503
539	504
540	460
541	505
542	506
543	79
544	507
545	508
546	251
547	229
548	509
549	510
550	511
551	512
552	513
553	263
554	514
555	515
556	516
557	517
558	518
559	519
560	520
561	521
562	522
563	523
564	174
565	524
566	525
567	526
568	527
569	153
570	528
571	529
572	507
573	530
574	531
575	532
576	533
577	534
578	535
579	536
580	537
581	538
582	539
583	540
584	541
585	542
586	543
587	544
588	545
589	546
590	166
591	100
592	410
593	547
594	548
595	549
596	550
597	551
598	552
599	553
600	554
601	555
602	556
603	557
604	558
605	559
606	560
607	561
608	562
609	563
610	564
611	565
612	566
613	567
614	568
615	569
616	570
617	571
618	572
619	145
620	573
621	574
622	575
623	487
624	576
625	577
626	578
627	579
628	580
629	581
630	582
631	166
632	583
633	483
634	283
635	584
636	163
637	173
638	585
639	586
640	587
641	588
642	589
643	590
644	591
645	592
646	593
647	594
648	595
649	596
650	597
651	598
652	491
653	599
654	600
655	601
656	602
657	603
658	604
659	605
660	606
661	607
662	608
663	609
664	419
665	610
666	611
667	612
668	613
669	505
670	0
671	614
672	394
673	615
674	616
675	617
676	618
677	619
678	383
679	620
680	621
681	622
682	39
683	623
684	624
685	625
686	626
687	68
688	627
689	628
690	629
691	630
692	631
693	632
694	633
695	634
696	635
697	636
698	637
699	638
700	639
701	234
702	640
703	641
704	642
705	643
706	644
707	19
708	526
709	645
710	646
711	647
712	648
713	649
714	650
715	651
716	652
717	653
718	79
719	654
720	655
721	25
722	656
723	265
724	657
725	658
726	659
727	569
728	660
729	661
730	662
731	663
732	664
733	320
734	665
735	666
736	377
737	462
738	667
739	668
740	669
741	670
742	671
743	672
744	673
745	601
746	674
747	60
748	675
749	676
750	677
751	678
752	679
753	680
754	681
755	682
756	683
757	684
758	685
759	686
760	277
761	687
762	688
763	689
764	623
765	690
766	149
767	691
768	285
769	143
770	692
771	693
772	694
773	637
774	640
775	303
776	695
777	696
778	697
779	698
780	699
781	55
782	700
783	657
784	701
785	702
786	703
787	704
788	705
789	706
790	707
791	69
792	708
793	709
794	710
795	711
796	712
797	713
798	714
799	715
800	716
801	717
802	556
803	718
804	719
805	720
806	721
807	722
808	723
809	441
810	724
811	725
812	726
813	323
814	727
815	659
816	728
817	729
818	730
819	731
820	732
821	733
822	734
823	735
824	455
825	736
826	259
827	737
828	738
829	630
830	739
831	740
832	741
833	742
834	743
835	744
836	745
837	746
838	747
839	19
840	748
841	749
842	646
843	750
844	751
845	752
846	753
847	424
848	470
849	132
850	754
851	755
852	756
853	757
854	758
855	759
856	760
857	76
858	761
859	762
860	494
861	763
862	764
863	765
864	766
865	379
866	623
867	767
868	768
869	92
870	769
871	770
872	771
873	772
874	773
875	774
876	775
877	776
878	777
879	778
880	779
881	780
882	130
883	781
884	782
885	783
886	784
887	785
888	786
889	787
890	788
891	789
892	790
893	598
894	142
895	791
896	792
897	793
898	794
899	795
900	796
901	227
902	267
903	797
904	316
905	798
906	181
907	597
908	799
909	405
910	800
911	801
912	802
913	803
914	83
915	132
916	804
917	805
918	806
919	807
920	808
921	732
922	809
923	279
924	810
925	811
926	812
927	380
928	813
929	814
930	815
931	816
932	817
933	818
934	819
935	820
936	762
937	821
938	822
939	823
940	824
941	825
942	826
943	827
944	828
945	174
946	706
947	653
948	829
949	174
950	830
951	831
952	832
953	833
954	834
955	835
956	836
957	837
958	838
959	839
960	840
961	841
962	842
963	388
964	828
965	320
966	240
967	31
968	843
969	844
970	427
971	845
972	846
973	125
974	847
975	848
976	203
977	849
978	850
979	851
980	852
981	853
982	854
983	855
984	856
985	539
986	857
987	858
988	859
989	848
990	860
991	861
992	862
993	863
994	864
995	865
996	344
997	866
998	867
999	868
1000	869
1001	870
1002	871
1003	872
1004	873
1005	413
1006	874
1007	691
1008	875
1009	160
1010	876
1011	877
1012	878
1013	879
1014	880
1015	435
1016	881
1017	882
1018	883
1019	60
1020	884
1021	885
1022	886
1023	548
1024	353
1025	819
1026	887
1027	888
1028	889
1029	890
1030	891
1031	892
1032	893
1033	894
1034	895
1035	896
1036	402
1037	897
1038	898
1039	899
1040	900
1041	465
1042	901
1043	902
1044	903
1045	904
1046	555
1047	905
1048	906
1049	907
1050	908
1051	46
1052	909
1053	910
1054	28
1055	911
1056	912
1057	913
1058	25
1059	21
1060	728
