node	label
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	1
53	52
54	53
55	54
56	55
57	34
58	56
59	57
60	58
61	59
62	60
63	61
64	62
65	63
66	64
67	65
68	66
69	67
70	68
71	69
72	70
73	71
74	72
75	73
76	74
77	70
78	75
79	76
80	77
81	78
82	0
83	79
84	80
85	81
86	82
87	83
88	84
89	85
90	86
91	87
92	88
93	89
94	90
95	49
96	54
97	91
98	68
99	92
100	93
101	94
102	95
103	96
104	97
105	98
106	99
107	100
108	101
109	102
110	103
111	104
112	105
113	106
114	107
115	108
116	109
117	110
118	111
119	112
120	113
121	114
122	115
123	116
124	117
125	118
126	83
127	119
128	120
129	83
130	121
131	122
132	123
133	119
134	124
135	125
136	126
137	127
138	128
139	129
140	130
141	131
142	132
143	93
144	133
145	134
146	135
147	136
148	137
149	138
150	139
151	140
152	141
153	142
154	143
155	144
156	145
157	146
158	147
159	148
160	149
161	150
162	151
163	104
164	152
165	153
166	154
167	155
168	156
169	157
170	23
171	158
172	63
173	133
174	159
175	160
176	161
177	162
178	163
179	164
180	165
181	166
182	167
183	168
184	169
185	24
186	170
187	171
188	172
189	173
190	174
191	175
192	176
193	37
194	177
195	178
196	179
197	180
198	181
199	182
200	183
201	184
202	185
203	186
204	187
205	188
206	189
207	190
208	191
209	192
210	193
211	194
212	195
213	196
214	197
215	64
216	198
217	199
218	200
219	201
220	202
221	203
222	95
223	204
224	205
225	206
226	207
227	208
228	209
229	210
230	128
231	211
232	212
233	213
234	7
235	214
236	215
237	216
238	217
239	218
240	66
241	219
242	220
243	221
244	48
245	222
246	223
247	224
248	96
249	225
250	6
251	226
252	227
253	227
254	228
255	229
256	230
257	60
258	227
259	231
260	232
261	9
262	233
263	234
264	235
265	135
266	236
267	237
268	238
269	239
270	240
271	241
272	242
273	243
274	244
275	223
276	245
277	246
278	247
279	248
280	151
281	249
282	250
283	87
284	251
285	252
286	253
287	254
288	255
289	202
290	256
291	257
292	35
293	258
294	259
295	260
296	261
297	262
298	263
299	264
300	265
301	203
302	266
303	267
304	268
305	269
306	270
307	271
308	272
309	273
310	274
311	45
312	275
313	276
314	277
315	278
316	279
317	280
318	281
319	282
320	64
321	283
322	284
323	285
324	286
325	287
326	288
327	289
328	290
329	291
330	292
331	293
332	294
333	277
334	26
335	295
336	296
337	103
338	40
339	297
340	298
341	299
342	273
343	63
344	300
345	301
346	302
347	303
348	129
349	304
350	305
351	306
352	307
353	242
354	308
355	309
356	310
357	311
358	312
359	313
360	314
361	315
362	316
363	317
364	318
365	111
366	319
367	320
368	321
369	322
370	323
371	324
372	325
373	326
374	327
375	328
376	329
377	330
378	331
379	332
380	333
381	334
382	335
383	336
384	337
385	338
386	242
387	339
388	340
389	341
390	342
391	343
392	344
393	345
394	346
395	347
396	348
397	291
398	349
399	350
400	351
401	352
402	353
403	354
404	355
405	356
406	357
407	358
408	359
409	175
410	70
411	360
412	361
413	362
414	363
415	364
416	365
417	366
418	367
419	368
420	37
421	369
422	370
423	371
424	372
425	373
426	374
427	257
428	375
429	376
430	370
431	377
432	378
433	356
434	379
435	53
436	380
437	381
438	382
439	383
440	384
441	385
442	179
443	386
444	180
445	387
446	388
447	389
448	288
449	390
450	276
451	391
452	158
453	200
454	392
455	393
456	394
457	395
458	396
459	342
460	397
461	398
462	399
463	400
464	401
465	402
466	403
467	404
468	405
469	62
470	302
471	406
472	407
473	408
474	409
475	410
476	411
477	84
478	412
479	413
480	414
481	116
482	415
483	247
484	416
485	417
486	418
487	419
488	420
489	421
490	422
491	423
492	424
493	425
494	62
495	426
496	408
497	427
498	428
499	429
500	252
501	71
502	222
503	430
504	186
505	431
506	432
507	349
508	213
509	433
510	434
511	435
512	436
513	437
514	438
515	439
516	359
517	440
518	344
519	441
520	296
521	442
522	443
523	363
524	444
525	445
526	446
527	447
528	448
529	449
530	89
531	450
532	451
533	452
534	453
535	454
536	455
537	456
538	75
539	457
540	458
541	459
542	460
543	461
544	405
545	462
546	463
547	464
548	465
549	466
550	467
551	468
552	469
553	470
554	471
555	315
556	174
557	472
558	473
559	474
560	475
561	468
562	476
563	321
564	102
565	477
566	478
567	479
568	480
569	481
570	179
571	482
572	483
573	22
574	484
575	485
576	486
577	487
578	488
579	23
580	489
581	490
582	491
583	492
584	363
585	493
586	494
587	495
588	11
589	496
590	497
591	498
592	233
593	499
594	500
595	501
596	454
597	502
598	422
599	503
600	504
601	505
602	301
603	506
604	507
605	508
606	509
607	493
608	432
609	510
610	399
611	492
612	511
613	512
614	513
615	514
616	515
617	432
618	516
619	517
620	518
621	519
622	415
623	520
624	521
625	522
626	134
627	523
628	524
629	525
630	526
631	154
632	527
633	528
634	529
635	530
636	531
637	532
638	533
639	344
640	534
641	535
642	536
643	537
644	187
645	538
646	539
647	540
648	541
649	542
650	543
651	544
652	545
653	546
654	60
655	547
656	548
657	290
658	549
659	550
660	551
661	542
662	552
663	553
664	161
665	554
666	555
667	556
668	259
669	557
670	558
671	545
672	29
673	559
674	560
675	401
676	561
677	562
678	563
679	86
680	305
681	351
682	564
683	189
684	565
685	532
686	566
687	45
688	567
689	568
690	569
691	570
692	571
693	572
694	573
695	574
696	513
697	573
698	421
699	575
700	576
701	577
702	91
703	578
704	506
705	579
706	580
707	581
708	582
709	274
710	71
711	375
712	583
713	584
714	436
715	585
716	586
717	587
718	588
719	589
720	590
721	513
722	13
723	330
724	591
725	182
726	569
727	592
728	593
729	392
730	594
731	595
732	596
733	110
734	597
735	584
736	205
737	598
738	599
739	600
740	601
741	602
742	603
743	604
744	476
745	471
746	605
747	606
748	607
749	608
750	609
751	595
752	610
753	611
754	612
755	613
756	453
757	614
758	53
759	615
760	616
761	447
762	229
763	283
764	617
765	618
766	619
767	582
768	620
769	621
770	4
771	459
772	622
773	623
774	598
775	624
776	625
777	626
778	88
779	119
780	270
781	60
782	582
783	627
784	399
785	325
786	628
787	629
788	630
789	7
790	631
791	101
792	632
793	633
794	634
795	571
796	635
797	636
798	637
799	122
800	638
801	639
802	640
803	609
804	641
805	642
806	643
807	576
808	644
809	645
810	646
811	647
812	628
813	648
814	649
815	650
816	604
817	651
818	441
819	591
820	427
821	652
822	653
823	434
824	654
825	655
826	345
827	84
828	78
829	515
830	656
831	657
832	658
833	92
834	659
835	660
836	333
837	661
838	34
839	662
840	663
841	623
842	261
843	664
844	665
845	506
846	19
847	666
848	313
849	633
850	667
851	661
852	581
853	410
854	668
855	201
856	669
857	670
858	671
859	526
860	307
861	672
862	361
863	673
864	674
865	311
866	675
867	673
868	676
869	503
870	677
871	678
872	679
873	512
874	680
875	681
876	682
877	683
878	684
879	685
880	686
881	682
882	687
883	338
884	304
885	675
886	688
887	270
888	358
889	689
890	690
891	452
892	308
893	691
894	692
895	693
896	694
897	695
898	696
899	697
900	546
901	53
902	356
903	698
904	699
905	700
906	701
907	442
908	140
909	268
910	702
911	681
912	703
913	704
914	601
915	705
916	706
917	618
918	707
919	708
920	709
921	710
922	126
923	711
924	463
925	206
926	712
927	355
928	480
929	713
930	638
931	714
932	7
933	715
934	233
935	716
936	717
937	92
938	359
939	136
940	613
941	340
942	718
943	719
944	393
945	371
946	720
947	393
948	22
949	721
950	311
951	226
952	209
953	20
954	722
955	723
956	724
957	320
958	451
959	725
960	379
961	683
962	726
963	727
964	728
965	729
966	603
967	730
968	731
969	50
970	732
971	733
972	293
973	734
974	735
975	736
976	148
977	653
978	88
979	737
980	82
981	662
982	738
983	739
984	740
985	741
986	742
987	743
988	546
989	222
990	566
991	592
992	481
993	744
994	745
995	746
996	236
997	475
998	747
999	748
1000	153
1001	749
1002	750
1003	751
1004	752
1005	753
1006	754
1007	714
1008	79
1009	272
1010	755
1011	756
1012	660
1013	757
1014	758
1015	759
1016	760
1017	220
1018	138
1019	540
1020	16
1021	761
1022	762
1023	763
1024	218
1025	764
1026	765
1027	491
1028	766
1029	767
1030	497
1031	768
1032	769
1033	770
1034	771
1035	357
1036	772
1037	773
1038	669
1039	774
1040	775
1041	776
1042	514
1043	777
1044	758
1045	247
1046	2
1047	125
1048	778
1049	779
1050	780
1051	781
1052	782
1053	783
1054	784
1055	785
1056	496
1057	786
1058	787
1059	788
1060	789
