node	label
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	34
46	45
47	46
48	47
49	48
50	49
51	50
52	38
53	51
54	52
55	53
56	54
57	55
58	56
59	57
60	58
61	59
62	60
63	61
64	57
65	62
66	63
67	16
68	64
69	65
70	66
71	67
72	68
73	69
74	70
75	71
76	72
77	73
78	74
79	75
80	76
81	4
82	77
83	78
84	79
85	42
86	80
87	81
88	82
89	83
90	84
91	85
92	86
93	87
94	88
95	89
96	7
97	62
98	90
99	91
100	92
101	50
102	66
103	93
104	94
105	28
106	87
107	95
108	96
109	27
110	86
111	57
112	97
113	98
114	99
115	100
116	101
117	102
118	93
119	103
120	104
121	105
122	106
123	107
124	108
125	109
126	110
127	111
128	112
129	2
130	113
131	114
132	74
133	115
134	78
135	73
136	116
137	117
138	7
139	118
140	119
141	23
142	120
143	121
144	122
145	123
146	124
147	125
148	126
149	127
150	47
151	128
152	129
153	130
154	131
155	132
156	35
157	133
158	134
159	71
160	135
161	136
162	137
163	138
164	139
165	20
166	140
167	141
168	142
169	143
170	144
171	145
172	123
173	146
174	147
175	148
176	149
177	150
178	151
179	152
180	42
181	152
182	153
183	154
184	155
185	156
186	21
187	117
188	157
189	158
190	150
191	71
192	56
193	159
194	160
195	49
196	161
197	162
198	163
199	45
200	73
201	164
202	165
203	166
204	104
205	167
206	168
207	137
208	169
209	170
210	29
211	127
212	171
213	133
214	172
215	131
216	173
217	174
218	175
219	7
220	2
221	157
222	76
223	176
224	115
225	177
226	62
227	103
228	178
229	123
230	179
231	163
232	171
233	180
234	181
235	182
236	183
237	127
238	167
239	64
240	184
241	125
242	87
243	123
244	185
245	120
246	186
247	187
248	28
249	188
250	79
251	7
252	169
253	189
254	190
255	191
256	192
257	193
258	194
259	195
260	196
261	197
262	70
263	1
264	198
265	61
266	199
267	44
268	200
269	201
270	89
271	138
272	202
273	28
274	203
275	204
276	44
277	205
278	66
279	206
280	184
281	66
282	175
283	64
284	207
285	208
286	77
287	155
288	209
289	210
290	211
291	212
292	95
293	213
294	14
295	214
296	66
297	117
298	215
299	216
300	217
301	53
302	218
303	107
304	219
305	4
306	220
307	15
308	137
309	62
310	21
311	163
312	221
313	222
314	223
315	48
316	224
317	42
318	225
319	45
320	226
321	46
322	227
323	228
324	86
325	165
326	223
327	31
328	229
329	230
330	231
331	51
332	50
333	232
334	233
335	234
336	209
337	164
338	86
339	235
340	236
341	213
342	130
343	35
344	237
345	238
346	93
347	177
348	158
349	223
350	239
351	240
352	241
353	165
354	176
355	242
356	77
357	8
358	243
359	244
360	245
361	99
362	246
363	216
364	247
365	248
366	241
367	243
368	246
369	37
370	249
371	53
372	250
373	138
374	251
375	252
376	253
377	254
378	255
379	183
380	81
381	256
382	98
383	103
384	75
385	239
386	257
387	123
388	253
389	133
390	258
391	220
392	259
393	151
394	125
395	260
396	261
397	35
398	195
399	79
400	111
401	262
402	263
403	264
404	80
405	265
406	259
407	28
408	266
409	267
410	177
411	163
412	166
413	21
414	268
415	166
416	186
417	222
418	269
419	15
420	3
421	270
422	245
423	63
424	197
425	73
426	80
427	120
428	56
429	213
430	271
431	195
432	79
433	272
434	64
435	250
436	193
437	273
438	274
439	275
440	276
441	149
442	277
443	80
444	136
445	107
446	142
447	278
448	279
449	26
450	280
451	248
452	281
453	282
454	283
455	247
456	176
457	234
458	284
459	130
460	285
461	115
462	286
463	287
464	288
465	223
466	289
467	44
468	290
469	97
470	10
471	291
472	292
473	151
474	132
475	293
476	58
477	220
478	294
479	152
480	295
481	230
482	38
483	59
484	296
485	28
486	292
487	297
488	101
489	298
490	173
491	299
492	79
493	51
494	300
495	301
496	281
497	302
498	30
499	89
500	299
501	67
502	93
503	285
504	81
505	15
506	301
507	28
508	40
509	303
510	304
511	105
512	134
513	51
514	219
515	119
516	149
517	20
518	32
519	305
520	39
521	306
522	307
523	308
524	180
525	5
526	194
527	270
528	81
529	80
530	255
531	42
532	266
533	230
534	113
535	188
536	309
537	98
538	42
539	310
540	34
541	132
542	13
543	60
544	119
545	311
546	220
547	108
548	295
549	211
550	142
551	312
552	201
553	313
554	310
555	314
556	22
557	60
558	27
559	64
560	151
561	299
562	117
563	34
564	34
565	140
566	138
567	315
568	316
569	55
570	72
571	226
572	164
573	317
574	26
575	128
576	83
577	41
578	28
579	318
580	319
581	320
582	117
583	321
584	5
585	140
586	322
587	323
588	324
589	325
590	103
591	130
592	326
593	260
594	161
595	287
596	293
597	42
598	62
599	121
600	63
601	98
602	327
603	328
604	329
605	174
606	330
607	127
608	37
609	270
610	27
611	328
612	256
613	331
614	111
615	101
616	203
617	235
618	332
619	333
620	113
621	252
622	334
623	285
624	208
625	202
626	335
627	336
628	337
629	202
630	3
631	296
632	338
633	212
634	274
635	339
636	305
637	239
638	340
639	341
640	30
641	342
642	111
643	41
644	343
645	34
646	91
647	126
648	87
649	344
650	144
651	223
652	294
653	125
654	345
655	271
656	346
657	119
658	67
659	264
660	33
661	129
662	347
663	47
664	107
665	236
666	126
667	348
668	296
669	177
670	177
671	38
672	272
673	160
674	117
675	146
676	218
677	115
678	190
679	191
680	178
681	142
682	260
683	349
684	35
685	234
686	350
687	349
688	145
689	186
690	30
691	351
692	45
693	352
694	351
695	353
696	64
697	331
698	334
699	116
700	320
701	354
702	135
703	164
704	111
705	153
706	11
707	293
708	143
709	272
710	264
711	217
712	7
713	37
714	339
715	162
716	355
717	163
718	115
719	237
720	168
721	270
722	57
723	79
724	248
725	226
726	215
727	84
728	157
729	172
730	16
731	317
732	70
733	275
734	130
735	337
736	286
737	356
738	75
739	357
740	190
741	302
742	186
743	238
744	315
745	274
746	312
747	219
748	147
749	353
750	70
751	144
752	338
753	312
754	358
755	114
756	53
757	129
758	27
759	349
760	231
761	226
762	148
763	359
764	229
765	297
766	179
767	166
768	305
769	146
770	346
771	224
772	119
773	51
774	60
775	360
776	40
777	361
778	137
779	21
780	362
781	136
782	290
783	117
784	159
785	69
786	363
787	13
788	358
789	66
790	345
791	364
792	44
793	365
794	218
795	268
796	66
797	13
798	225
799	164
800	366
801	284
802	256
803	359
804	358
805	62
806	25
807	367
808	284
809	51
810	258
811	273
812	368
813	289
814	110
815	201
816	55
817	185
818	341
819	10
820	367
821	338
822	369
823	62
824	124
825	370
826	328
827	137
828	135
829	309
830	112
831	209
832	371
833	372
834	312
835	198
836	111
837	235
838	373
839	69
840	7
841	53
842	124
843	322
844	186
845	93
846	1
847	239
848	372
849	351
850	374
851	113
852	190
853	103
854	229
855	375
856	376
857	377
858	57
859	176
860	200
861	288
862	199
863	288
864	378
865	22
866	15
867	297
868	28
869	167
870	276
871	6
872	98
873	216
874	243
875	379
876	101
877	187
878	353
879	66
880	4
881	251
882	347
883	183
884	277
885	325
886	380
887	49
888	381
889	199
890	119
891	146
892	172
893	309
894	324
895	175
896	166
897	135
898	235
899	247
900	125
901	382
902	254
903	72
904	3
905	309
906	372
907	80
908	383
909	384
910	262
911	297
912	385
913	116
914	386
915	229
916	364
917	387
918	78
919	112
920	102
921	190
922	45
923	108
924	251
925	355
926	116
927	386
928	175
929	134
930	258
931	314
932	388
933	379
934	160
935	343
936	20
937	138
938	363
939	71
940	161
941	190
942	223
943	157
944	108
945	235
946	64
947	66
948	141
949	136
950	178
951	222
952	136
953	188
954	366
955	166
956	275
957	37
958	53
959	389
960	390
961	130
962	179
963	335
964	177
965	320
966	227
967	266
968	116
969	189
970	391
971	338
972	77
973	127
974	86
975	221
976	81
977	271
978	95
979	151
980	238
981	232
982	172
983	392
984	380
985	254
986	344
987	174
988	44
989	194
990	346
991	302
992	393
993	70
994	381
995	314
996	221
997	64
998	339
999	202
1000	204
1001	377
1002	77
1003	394
1004	287
1005	366
1006	7
1007	309
1008	294
1009	121
1010	395
1011	134
1012	79
1013	218
1014	314
1015	144
1016	95
1017	313
1018	271
1019	338
1020	88
1021	316
1022	12
1023	30
1024	170
1025	376
1026	26
1027	396
1028	183
1029	25
1030	69
1031	397
1032	228
1033	77
1034	398
1035	291
1036	150
1037	274
1038	313
1039	303
1040	76
1041	361
1042	399
1043	364
1044	322
1045	289
1046	54
1047	191
1048	142
1049	400
1050	170
1051	163
1052	294
1053	329
1054	250
1055	401
1056	111
1057	60
1058	185
1059	188
1060	402
