node	label
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	38
57	56
58	57
59	58
60	59
61	60
62	61
63	62
64	18
65	63
66	64
67	65
68	66
69	67
70	20
71	68
72	69
73	70
74	71
75	72
76	73
77	74
78	75
79	76
80	77
81	78
82	32
83	79
84	80
85	81
86	82
87	83
88	51
89	84
90	85
91	86
92	87
93	85
94	88
95	89
96	90
97	91
98	92
99	93
100	94
101	95
102	96
103	97
104	98
105	99
106	100
107	101
108	102
109	103
110	104
111	105
112	106
113	107
114	108
115	109
116	110
117	111
118	112
119	113
120	114
121	115
122	116
123	115
124	117
125	111
126	118
127	119
128	120
129	121
130	122
131	36
132	37
133	123
134	124
135	125
136	126
137	127
138	128
139	129
140	130
141	131
142	132
143	133
144	134
145	135
146	136
147	137
148	138
149	139
150	94
151	140
152	141
153	142
154	143
155	144
156	145
157	76
158	69
159	146
160	147
161	148
162	149
163	150
164	151
165	152
166	153
167	154
168	73
169	155
170	156
171	35
172	157
173	103
174	158
175	159
176	160
177	161
178	17
179	162
180	163
181	164
182	165
183	166
184	167
185	168
186	169
187	170
188	133
189	171
190	106
191	172
192	118
193	173
194	174
195	34
196	175
197	176
198	177
199	178
200	179
201	180
202	181
203	182
204	183
205	73
206	184
207	185
208	186
209	187
210	188
211	189
212	190
213	122
214	191
215	192
216	193
217	194
218	195
219	196
220	197
221	198
222	199
223	200
224	201
225	7
226	24
227	202
228	203
229	204
230	205
231	206
232	31
233	105
234	207
235	208
236	209
237	210
238	211
239	61
240	212
241	213
242	214
243	215
244	210
245	216
246	209
247	112
248	181
249	217
250	218
251	219
252	119
253	106
254	220
255	221
256	222
257	223
258	224
259	225
260	226
261	227
262	228
263	229
264	230
265	42
266	231
267	232
268	54
269	213
270	233
271	234
272	137
273	235
274	63
275	236
276	237
277	238
278	184
279	239
280	240
281	138
282	241
283	242
284	83
285	243
286	244
287	245
288	246
289	148
290	72
291	247
292	248
293	249
294	191
295	250
296	251
297	252
298	253
299	254
300	255
301	256
302	257
303	258
304	51
305	259
306	260
307	261
308	262
309	263
310	264
311	265
312	38
313	266
314	267
315	268
316	269
317	270
318	29
319	271
320	272
321	273
322	88
323	274
324	62
325	124
326	275
327	58
328	276
329	277
330	278
331	279
332	280
333	83
334	233
335	281
336	282
337	283
338	284
339	223
340	285
341	286
342	287
343	288
344	289
345	290
346	229
347	236
348	179
349	78
350	291
351	292
352	293
353	294
354	295
355	18
356	296
357	297
358	298
359	299
360	300
361	301
362	282
363	302
364	303
365	243
366	222
367	304
368	305
369	222
370	5
371	306
372	37
373	307
374	308
375	178
376	309
377	111
378	310
379	223
380	193
381	311
382	312
383	213
384	313
385	314
386	315
387	316
388	317
389	318
390	319
391	143
392	320
393	321
394	322
395	323
396	324
397	325
398	326
399	327
400	107
401	194
402	328
403	329
404	330
405	331
406	258
407	332
408	333
409	334
410	335
411	336
412	337
413	338
414	228
415	300
416	339
417	152
418	340
419	341
420	161
421	277
422	342
423	270
424	343
425	344
426	345
427	346
428	62
429	318
430	347
431	348
432	349
433	350
434	318
435	102
436	351
437	352
438	308
439	216
440	289
441	353
442	146
443	24
444	276
445	195
446	354
447	71
448	253
449	255
450	355
451	356
452	357
453	358
454	359
455	360
456	361
457	362
458	363
459	364
460	365
461	254
462	366
463	336
464	367
465	125
466	368
467	218
468	369
469	370
470	71
471	371
472	372
473	240
474	373
475	374
476	375
477	376
478	377
479	298
480	92
481	233
482	203
483	93
484	378
485	139
486	379
487	380
488	381
489	382
490	383
491	384
492	7
493	176
494	385
495	386
496	387
497	388
498	389
499	387
500	390
501	151
502	18
503	391
504	392
505	393
506	394
507	395
508	396
509	397
510	398
511	399
512	269
513	109
514	400
515	401
516	402
517	248
518	369
519	145
520	25
521	233
522	403
523	404
524	405
525	240
526	406
527	407
528	204
529	357
530	408
531	119
532	409
533	152
534	410
535	46
536	411
537	168
538	108
539	412
540	306
541	413
542	202
543	414
544	415
545	416
546	417
547	418
548	419
549	384
550	82
551	69
552	49
553	80
554	36
555	420
556	413
557	204
558	67
559	421
560	422
561	423
562	424
563	425
564	263
565	426
566	107
567	420
568	55
569	427
570	428
571	429
572	53
573	430
574	431
575	432
576	137
577	433
578	17
579	434
580	49
581	435
582	222
583	372
584	436
585	86
586	30
587	437
588	438
589	439
590	440
591	441
592	15
593	438
594	204
595	101
596	442
597	443
598	444
599	445
600	446
601	69
602	447
603	448
604	449
605	420
606	142
607	450
608	451
609	452
610	453
611	454
612	455
613	456
614	377
615	457
616	458
617	459
618	460
619	461
620	462
621	338
622	116
623	463
624	463
625	162
626	24
627	464
628	306
629	414
630	278
631	465
632	466
633	467
634	468
635	469
636	62
637	203
638	434
639	470
640	110
641	471
642	182
643	472
644	405
645	365
646	299
647	473
648	474
649	402
650	44
651	475
652	476
653	477
654	93
655	478
656	479
657	156
658	480
659	346
660	481
661	482
662	168
663	110
664	422
665	311
666	483
667	463
668	484
669	354
670	235
671	428
672	485
673	486
674	320
675	459
676	487
677	377
678	431
679	475
680	488
681	369
682	358
683	374
684	70
685	299
686	282
687	336
688	489
689	22
690	490
691	242
692	491
693	147
694	492
695	291
696	493
697	494
698	259
699	495
700	496
701	6
702	497
703	463
704	498
705	499
706	475
707	414
708	467
709	107
710	470
711	194
712	145
713	444
714	459
715	426
716	500
717	109
718	501
719	344
720	175
721	282
722	61
723	502
724	233
725	503
726	282
727	463
728	504
729	505
730	11
731	506
732	124
733	242
734	68
735	507
736	372
737	508
738	509
739	510
740	9
741	511
742	226
743	512
744	364
745	45
746	44
747	513
748	514
749	145
750	36
751	104
752	3
753	333
754	22
755	515
756	364
757	239
758	516
759	19
760	78
761	65
762	517
763	518
764	297
765	107
766	519
767	520
768	245
769	491
770	58
771	165
772	521
773	383
774	522
775	523
776	508
777	524
778	525
779	423
780	263
781	381
782	52
783	345
784	526
785	423
786	57
787	527
788	312
789	160
790	335
791	107
792	153
793	285
794	527
795	213
796	99
797	168
798	528
799	529
800	530
801	292
802	505
803	214
804	254
805	34
806	481
807	99
808	531
809	532
810	431
811	533
812	93
813	22
814	207
815	18
816	534
817	466
818	489
819	395
820	535
821	82
822	219
823	118
824	536
825	261
826	450
827	537
828	78
829	532
830	538
831	433
832	531
833	84
834	183
835	539
836	385
837	540
838	541
839	542
840	429
841	543
842	544
843	545
844	546
845	391
846	421
847	184
848	547
849	136
850	548
851	65
852	372
853	346
854	549
855	550
856	326
857	460
858	551
859	379
860	284
861	462
862	552
863	553
864	406
865	331
866	282
867	171
868	179
869	63
870	554
871	197
872	221
873	555
874	287
875	452
876	37
877	32
878	276
879	8
880	105
881	358
882	379
883	556
884	557
885	558
886	121
887	559
888	560
889	561
890	562
891	563
892	115
893	21
894	225
895	564
896	223
897	347
898	565
899	276
900	181
901	561
902	322
903	496
904	550
905	1
906	566
907	505
908	567
909	465
910	568
911	569
912	570
913	234
914	93
915	562
916	279
917	439
918	425
919	73
920	347
921	546
922	476
923	571
924	572
925	573
926	101
927	202
928	284
929	371
930	125
931	538
932	302
933	484
934	555
935	65
936	562
937	156
938	574
939	186
940	554
941	575
942	378
943	144
944	576
945	577
946	309
947	578
948	24
949	260
950	549
951	412
952	14
953	579
954	580
955	63
956	65
957	581
958	35
959	256
960	582
961	583
962	438
963	584
964	342
965	450
966	585
967	586
968	178
969	587
970	588
971	390
972	148
973	27
974	139
975	217
976	258
977	589
978	87
979	98
980	566
981	482
982	84
983	585
984	590
985	221
986	591
987	385
988	199
989	592
990	21
991	94
992	593
993	208
994	594
995	373
996	64
997	112
998	436
999	476
1000	174
1001	595
1002	596
1003	231
1004	597
1005	235
1006	598
1007	599
1008	600
1009	151
1010	469
1011	105
1012	257
1013	320
1014	23
1015	62
1016	601
1017	383
1018	602
1019	12
1020	57
1021	155
1022	459
1023	268
1024	109
1025	603
1026	604
1027	605
1028	68
1029	606
1030	607
1031	85
1032	499
1033	442
1034	483
1035	608
1036	580
1037	609
1038	359
1039	146
1040	610
1041	336
1042	109
1043	183
1044	609
1045	307
1046	67
1047	304
1048	611
1049	271
1050	34
1051	160
1052	157
1053	612
1054	613
1055	263
1056	287
1057	208
1058	541
1059	614
1060	615
